10/1/2018,6113,84
10/2/2018,9291,83
10/3/2018,5187,75
10/4/2018,9254,115
10/5/2018,6015,76
10/8/2018,5963,96
10/9/2018,6959,106
10/10/2018,4164,88
10/11/2018,6916,111
10/12/2018,3284,106
10/15/2018,4703,96
10/16/2018,8846,116
10/17/2018,3360,69
10/18/2018,4086,102
10/19/2018,2925,74
